VENDOR_NAME,VENDOR_NBR,SKU_NBR,DC_ID,PO_NBR,FISCAL_WEEK_NBR,MDSE_GRP_DSC,DIRECTOR,CAT_NBR,CATEGORY,SKU_DSC,DNP_RANKING,COMBINED_ACTION,COMBINED_CAUSE,ACTION_TAKEN_ON_TIME,FILL_RATE_ISSUE,SUM_ORDERED,SUM_RCVD,FILL_RATE,FILL_RATE_WK_1,FILL_RATE_WK_2,FILL_RATE_WK_3,FILL_RATE_WK_4,FILL_RATE_WK_5,FILL_RATE_WK_6,FILL_RATE_WK_7,VENDOR_ISSUE,OOS_LIKELY,LATE_ISSUE,STA_DT,REQUESTED_DT,APPT_DT,TRAILER_ARRIVE_DT,RECEIVED_DT,RECEIPT_DELAY_DAYS,RECEIPT_DELAY_WK_1_AGO,RECEIPT_DELAY_WK_2_AGO,RECEIPT_DELAY_WK_3_AGO,RECEIPT_DELAY_WK_4_AGO,DC_BOH_QTY,STORE_BOH_QTY,ON_WITHDRAWAL_QTY,TOTAL_WEEKS_OF_SUPPLY,IN_STOCK_PERCENT,STORE_IN_STOCK_PCT,ACTIVE_IND,DISCON_IND,OOS_LIKELY2,AVG_FILL_RATE_4WK,AVG_RECEIPT_DELAY_4WK,AVG_FILL_RATE_8WK,AVG_RECEIPT_DELAY_8WK,SKU_AVG_MARGIN,TOTAL_UNITS_ORDERED,STORE_COUNT
ULTRAMED,75012,54341,AZ,32103,202535,PET CARE,THOR ODINSON,9,PET SUPPLIES,Immune Support 60ct,Top 50%,Vendor Outreach,Manufacturing shortage,N,Y,422,215,50.9,55.4,44.1,60.8,39.4,61.0,28.7,42.4,Y,Y,N,2025-09-18,2025-09-18,2025-09-19,2025-09-19,2025-09-20,-1.6,-5.0,-1.7,-3.4,-1.6,496,619,25,36.83,0.5028,0.5078,A,N,Y,49.9,-2.9,47.0,-0.4,0.4606,422,239
PRIMECARE,34567,68598,GA,32104,202534,CONSUMER HEALTH CARE,BRUCE BANNER,2,VITAMINS & SUPPLEMENTS,Sunscreen SPF50 4oz,Top 50%,Vendor Outreach,Weather delay,N,N,261,223,85.5,71.2,81.0,90.8,65.6,74.6,72.7,74.7,Y,Y,Y,2025-09-05,2025-09-08,2025-09-10,2025-09-14,2025-09-15,12.8,11.1,12.1,13.6,13.4,366,1395,186,27.91,0.5864,0.5478,A,N,Y,77.2,12.6,77.7,12.7,0.4734,261,159
BIOMED,48902,59006,TX,32105,202541,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Moisturizer SPF30 3oz,Top 50%,Vendor Outreach,>5 days late,,N,417,401,96.1,90.4,90.9,99.4,97.5,99.9,99.4,91.6,Y,N,Y,2025-09-23,2025-09-25,2025-09-27,2025-09-28,2025-09-29,18.4,18.1,17.0,12.5,21.9,234,1398,258,27.04,0.739,0.7389,A,N,N,94.6,17.4,95.5,17.3,0.3173,417,270
SUNRISE,88345,85832,FL,32106,202540,CONSUMER HEALTH CARE,BRUCE BANNER,3,COLD & ALLERGY,Pain Reliever 50ct,Bottom 50%,Escalate to Merchant,>5 days late,Y,Y,360,284,78.8,70.9,78.6,96.5,76.5,79.3,72.4,99.5,Y,Y,Y,2025-09-23,2025-09-25,2025-09-27,2025-10-03,2025-10-04,12.8,11.0,15.4,15.9,15.5,364,1559,283,28.3,0.553,0.5231,A,N,Y,80.6,14.4,81.1,13.2,0.5416,360,101
BIOMED,48902,93476,GA,32107,202542,CONSUMER HEALTH CARE,DIANA PRINCE,2,VITAMINS & SUPPLEMENTS,Eye Drops 0.5oz,Top 10%,Escalate to Merchant,Low fill rate (<85%),,Y,342,279,81.5,76.8,78.5,69.9,89.3,75.4,87.5,75.7,Y,N,N,2025-09-18,2025-09-21,2025-09-21,2025-09-22,2025-09-24,-1.9,-0.2,-1.6,-2.9,-3.7,128,349,31,29.11,0.9003,0.8798,A,N,N,78.6,-2.1,79.3,-2.6,0.4906,342,297
SUNRISE,88345,94819,AZ,32108,202542,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Dog Food Dry 20lb,Bottom 50%,Vendor Outreach,Weather delay,Y,N,458,437,95.4,94.5,93.1,89.3,100,98.3,83.6,98.0,N,N,N,2025-09-28,2025-09-30,2025-10-02,2025-10-03,2025-10-05,3.2,3.0,-0.6,-0.4,7.1,279,1562,100,24.85,0.9251,0.9715,A,N,N,94.2,2.3,93.2,2.0,0.1841,458,98
BIOMED,48902,25643,NY,32109,202538,CONSUMER HEALTH CARE,PETER PARKER,1,DIGESTIVE HEALTH,Probiotic 30ct,Top 50%,Vendor Outreach,Transportation issue,Y,Y,116,55,47.1,51.9,47.6,46.4,28.7,51.1,64.9,51.7,Y,Y,Y,2025-08-23,2025-08-20,2025-08-22,2025-08-27,2025-08-29,15.0,11.7,12.1,11.1,15.2,112,426,266,37.75,0.3273,0.3278,A,N,Y,43.6,12.5,48.0,13.8,0.4975,116,179
HEALTHCORP,80021,48479,IL,32110,202541,CONSUMER HEALTH CARE,BRUCE BANNER,10,FIRST AID,Diaper Size 3 160ct,Top 10%,Vendor Outreach,Vendor capacity constraint,Y,N,471,454,96.3,94.0,93.1,92.9,100,85.1,82.3,96.4,N,N,N,2025-08-19,2025-08-16,2025-08-18,2025-08-19,2025-08-21,4.2,5.1,10.4,0.6,1.4,411,1091,228,31.71,0.8412,0.8208,A,N,N,95.0,4.4,93.0,3.4,0.1753,471,285
AKZE,32274,92173,TX,32111,202540,CONSUMER HEALTH CARE,CAROL DANVERS,4,PAIN MANAGEMENT,Baby Wipes 80ct,Bottom 50%,Vendor Outreach,Demand spike,Y,N,155,144,93.1,87.4,86.7,72.2,94.9,81.7,100,88.2,N,N,N,2025-08-17,2025-08-18,2025-08-18,2025-08-18,2025-08-19,-0.9,-1.1,-1.7,0.8,-0.1,208,844,230,30.38,0.8828,0.8761,A,N,N,85.3,-0.5,89.0,-0.2,0.3886,155,42
GREENLEAF,61234,15965,TX,32112,202535,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Diaper Size 3 160ct,Top 50%,Vendor Outreach,Vendor capacity constraint,Y,Y,401,214,53.3,65.0,60.3,45.9,56.4,48.5,45.6,49.1,Y,Y,N,2025-09-20,2025-09-23,2025-09-25,2025-09-26,2025-09-26,0.7,0.4,2.3,0.3,-2.2,283,1841,284,26.16,0.3565,0.3107,A,N,Y,56.9,0.2,51.8,-1.6,0.4367,401,186
VITAGEN,91123,94663,AZ,32113,202536,CONSUMER HEALTH CARE,CAROL DANVERS,3,COLD & ALLERGY,Moisturizer SPF30 3oz,Top 50%,Vendor Outreach,Transportation issue,N,N,477,424,88.8,85.3,97.8,96.7,86.4,87.7,89.0,64.5,Y,Y,Y,2025-09-16,2025-09-17,2025-09-18,2025-09-23,2025-09-24,14.2,11.8,13.4,15.4,14.8,65,1424,120,22.6,0.34,0.352,A,N,Y,91.5,13.9,87.5,12.9,0.3774,477,166
GREENLEAF,61234,29974,NC,32114,202539,CONSUMER HEALTH CARE,THOR ODINSON,10,FIRST AID,Eye Drops 0.5oz,Bottom 50%,Vendor Outreach,Transportation issue,,N,136,116,85.1,85.2,90.8,84.6,76.6,87.4,81.5,83.3,N,N,N,2025-08-06,2025-08-09,2025-08-10,2025-08-10,2025-08-12,1.2,-4.9,1.7,-2.2,4.5,100,589,39,24.72,0.911,0.9502,A,N,N,84.3,-0.2,84.9,1.5,0.2823,136,118
BIOMED,48902,44159,AZ,32115,202536,PET CARE,THOR ODINSON,9,PET SUPPLIES,Sunscreen SPF50 4oz,Top 10%,Escalate to Merchant,Manufacturing shortage,Y,Y,164,130,79.2,70.0,65.9,70.8,85.5,86.2,85.6,83.3,Y,N,N,2025-09-02,2025-08-31,2025-09-01,2025-09-01,2025-09-01,-1.9,1.2,-6.3,-3.3,-3.1,289,1992,289,25.8,0.8912,0.938,A,N,N,73.0,-2.9,78.2,-5.2,0.4427,164,128
BIOPLEX,72398,58422,IL,32116,202542,CONSUMER HEALTH CARE,DIANA PRINCE,1,DIGESTIVE HEALTH,Baby Wipes 80ct,Top 10%,Vendor Outreach,Partial shipment,,N,234,212,90.8,100,82.6,100,93.7,100,100,86.5,N,N,N,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-08,3.2,1.4,1.1,5.2,-2.3,264,881,180,30.08,0.937,0.9215,A,N,N,94.1,1.4,93.5,2.5,0.4969,234,235
SYNCO,67441,20104,AZ,32117,202536,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Baby Wipes 80ct,Top 50%,Vendor Outreach,Transportation issue,,N,235,221,94.0,77.9,98.8,83.3,87.8,97.7,100,100,Y,N,Y,2025-09-06,2025-09-07,2025-09-07,2025-09-08,2025-09-10,13.2,16.2,18.0,14.1,13.3,262,130,293,105.38,0.7426,0.7092,A,N,N,87.0,15.4,93.1,14.3,0.5362,235,19
SUNRISE,88345,96736,OH,32118,202541,CONSUMER HEALTH CARE,NATASHA ROMANOV,2,VITAMINS & SUPPLEMENTS,Baby Wipes 80ct,Bottom 50%,Vendor Outreach,Weather delay,,Y,291,228,78.2,85.4,91.4,66.7,69.8,80.4,73.6,74.8,Y,Y,Y,2025-08-09,2025-08-06,2025-08-06,2025-08-09,2025-08-11,16.9,14.9,20.5,15.0,19.6,440,1912,258,27.3,0.5737,0.6064,A,N,Y,78.3,17.5,77.8,16.5,0.4386,291,57
ULTRAMED,75012,27082,NC,32119,202540,PET CARE,CAROL DANVERS,9,PET SUPPLIES,Antacid Tablet 100ct,Top 50%,Escalate to Merchant,Low fill rate (<85%),N,Y,239,188,78.5,75.4,75.8,70.5,87.0,75.0,79.4,71.1,Y,N,N,2025-08-06,2025-08-05,2025-08-07,2025-08-08,2025-08-09,3.6,1.5,4.6,4.3,-3.0,96,61,3,52.46,0.8676,0.8294,A,N,N,77.2,1.8,77.5,1.9,0.148,239,228
GREENLEAF,61234,43244,OH,32120,202539,PET CARE,THOR ODINSON,9,PET SUPPLIES,Probiotic 30ct,Top 10%,Vendor Outreach,Weather delay,N,Y,398,229,57.5,60.4,67.2,52.8,55.7,48.9,54.2,68.0,Y,Y,Y,2025-08-29,2025-09-01,2025-09-03,2025-09-05,2025-09-05,17.6,17.3,17.1,11.7,14.9,109,1091,205,25.76,0.6144,0.6445,A,N,Y,59.0,15.2,57.2,12.9,0.5341,398,12
MEDIQ,55013,71822,NC,32121,202535,BEAUTY & PERSONAL CARE,PETER PARKER,7,SKIN CARE,Allergy Relief 24ct,Bottom 50%,Vendor Outreach,Manufacturing shortage,Y,Y,239,104,43.5,35.5,51.2,45.4,54.5,42.4,31.0,41.8,Y,Y,N,2025-09-21,2025-09-22,2025-09-23,2025-09-23,2025-09-23,2.2,0.1,-0.3,3.5,6.4,401,1277,261,30.37,0.5063,0.4795,A,N,Y,46.6,2.4,43.2,2.9,0.539,239,54
VITAGEN,91123,56285,NY,32122,202537,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Nasal Spray 0.5oz,Bottom 50%,Escalate to Merchant,Demand spike,N,Y,427,303,71.0,79.8,66.1,69.5,60.9,64.6,67.3,73.3,Y,Y,N,2025-08-07,2025-08-08,2025-08-08,2025-08-10,2025-08-11,4.7,2.7,8.2,3.0,4.5,174,1989,59,22.34,0.6212,0.6669,A,N,Y,69.1,4.6,69.7,7.2,0.5347,427,298
SYNCO,67441,54520,WA,32123,202534,BABY & CHILD,PETER PARKER,8,BABY CARE,Nasal Spray 0.5oz,Top 50%,Vendor Outreach,Low fill rate (<85%),,Y,182,78,43.0,32.7,25.9,23.9,40.4,37.8,35.0,61.3,Y,Y,N,2025-09-17,2025-09-20,2025-09-21,2025-09-21,2025-09-23,1.6,0.9,-0.6,0.9,4.5,476,415,243,54.65,0.4255,0.3974,A,N,Y,30.7,1.4,37.1,0.8,0.1898,182,133
SYNCO,67441,40042,IL,32124,202539,CONSUMER HEALTH CARE,CAROL DANVERS,4,PAIN MANAGEMENT,Immune Support 60ct,Bottom 50%,Vendor Outreach,Transportation issue,Y,N,104,90,86.8,100,96.3,85.9,86.8,99.4,71.0,91.3,Y,Y,Y,2025-08-18,2025-08-18,2025-08-18,2025-08-22,2025-08-22,10.7,8.3,13.1,8.1,17.3,27,1126,216,24.32,0.4913,0.4954,A,N,Y,92.2,11.7,89.6,9.7,0.3057,104,71
BIOMED,48902,70302,GA,32125,202537,CONSUMER HEALTH CARE,NATASHA ROMANOV,1,DIGESTIVE HEALTH,Antacid Tablet 100ct,Top 10%,Escalate to Merchant,Demand spike,Y,Y,101,55,54.3,54.2,49.6,50.3,48.7,52.5,43.5,56.3,Y,Y,N,2025-08-26,2025-08-25,2025-08-26,2025-08-26,2025-08-28,0.6,-2.2,2.0,0.6,-2.3,67,1229,117,22.99,0.6257,0.6478,A,N,Y,50.7,-0.5,51.4,-2.9,0.46,101,86
AKZE,32274,33148,NY,32126,202542,BABY & CHILD,CAROL DANVERS,8,BABY CARE,Shampoo 12oz,Top 50%,Escalate to Merchant,Demand spike,N,Y,211,157,74.6,71.4,84.4,67.3,71.3,73.6,72.0,78.2,Y,Y,N,2025-09-21,2025-09-20,2025-09-21,2025-09-21,2025-09-22,2.4,-0.7,2.3,0.1,-0.0,62,769,101,24.24,0.5307,0.5457,A,N,Y,73.6,0.4,74.7,-5.0,0.4029,211,259
PRIMECARE,34567,20277,NY,32127,202541,CONSUMER HEALTH CARE,DIANA PRINCE,10,FIRST AID,Multivitamin 90ct,Bottom 50%,Vendor Outreach,Weather delay,N,Y,124,97,78.2,72.9,66.5,64.0,68.5,83.4,63.8,88.0,Y,N,Y,2025-09-11,2025-09-11,2025-09-12,2025-09-15,2025-09-16,7.2,7.6,9.8,6.6,9.5,382,1252,266,30.35,0.98,0.9714,A,N,N,68.0,8.4,73.2,8.8,0.5232,124,50
MEDIQ,55013,62041,TX,32128,202541,CONSUMER HEALTH CARE,NATASHA ROMANOV,2,VITAMINS & SUPPLEMENTS,Allergy Relief 24ct,Bottom 50%,Vendor Outreach,Demand spike,,Y,63,47,73.9,47.6,69.9,82.7,80.6,89.9,83.3,69.5,Y,Y,N,2025-09-12,2025-09-11,2025-09-12,2025-09-13,2025-09-14,3.2,4.6,2.1,2.1,3.6,499,1833,276,28.46,0.6739,0.6788,A,N,Y,70.2,3.1,74.5,6.3,0.3054,63,298
BIOMED,48902,93858,AZ,32129,202541,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,5,PERSONAL CARE,Eye Drops 0.5oz,Top 10%,Vendor Outreach,Vendor capacity constraint,,Y,462,203,43.9,58.5,41.0,51.6,44.6,44.9,30.6,41.9,Y,Y,N,2025-08-31,2025-08-30,2025-08-30,2025-08-31,2025-09-01,-1.0,-1.4,-0.9,5.4,-4.4,305,523,3,31.78,0.5193,0.4882,A,N,Y,48.9,-0.3,45.1,-1.7,0.4317,462,209
SYNCO,67441,44469,TX,32130,202542,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Dog Food Dry 20lb,Top 50%,Vendor Outreach,Demand spike,Y,N,363,352,97.1,94.5,91.1,96.5,82.6,83.7,100,99.8,N,N,N,2025-08-04,2025-08-05,2025-08-05,2025-08-05,2025-08-05,2.5,4.8,1.9,6.6,2.7,144,601,64,26.92,0.9074,0.9301,A,N,N,91.2,4.0,93.3,4.1,0.2539,363,169
HEALTHCORP,80021,70776,CA,32131,202536,BEAUTY & PERSONAL CARE,BRUCE BANNER,6,HAIR CARE,Allergy Relief 24ct,Bottom 50%,Vendor Outreach,Transportation issue,Y,N,447,406,90.9,95.4,86.0,89.5,95.7,87.2,90.0,91.8,Y,N,Y,2025-08-03,2025-08-01,2025-08-02,2025-08-03,2025-08-05,20.6,20.6,25.8,16.0,22.3,340,476,242,44.45,0.8128,0.8589,A,N,N,91.7,21.2,91.2,20.7,0.4351,447,291
NOVAPHARM,41892,43202,WA,32132,202539,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Baby Wipes 80ct,Top 10%,Vendor Outreach,Demand spike,N,N,492,467,95.0,100,94.0,93.7,95.6,97.9,84.8,90.3,N,N,N,2025-09-01,2025-08-29,2025-08-31,2025-09-02,2025-09-03,4.8,6.2,4.1,3.2,5.1,476,1605,30,26.31,0.7173,0.7318,A,N,N,95.8,4.7,93.4,3.6,0.2047,492,295
HEALTHCORP,80021,67503,IL,32133,202539,CONSUMER HEALTH CARE,PETER PARKER,1,DIGESTIVE HEALTH,Fiber Supplement 90ct,Top 10%,Vendor Outreach,Transportation issue,,Y,178,142,79.5,66.0,71.0,80.3,76.1,91.4,81.4,84.3,Y,Y,Y,2025-08-11,2025-08-08,2025-08-10,2025-08-11,2025-08-12,11.2,5.3,12.4,6.4,7.7,151,1728,134,23.3,0.5166,0.512,A,N,Y,73.3,8.0,78.9,5.7,0.4856,178,132
SUNRISE,88345,18302,AZ,32134,202542,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Baby Wipes 80ct,Bottom 50%,Vendor Outreach,>5 days late,N,Y,442,284,64.3,58.9,59.7,61.8,61.3,61.4,63.9,66.5,Y,Y,Y,2025-08-25,2025-08-27,2025-08-28,2025-09-05,2025-09-07,19.1,17.7,20.6,20.3,23.3,359,1258,131,27.79,0.3196,0.2917,A,N,Y,60.4,20.5,62.4,20.4,0.5178,442,50
ULTRAMED,75012,17956,GA,32135,202539,PET CARE,PETER PARKER,9,PET SUPPLIES,Probiotic 30ct,Top 10%,Vendor Outreach,Weather delay,Y,N,79,77,97.4,96.1,97.2,99.7,100,100,100,90.5,N,N,N,2025-09-10,2025-09-08,2025-09-10,2025-09-11,2025-09-13,-1.3,-3.2,-1.7,-3.5,-1.7,54,1619,295,24.31,0.8038,0.7997,A,N,N,98.2,-2.5,97.0,-6.1,0.3475,79,268
ULTRAMED,75012,30732,AZ,32136,202539,CONSUMER HEALTH CARE,BRUCE BANNER,10,FIRST AID,Hand Sanitizer 8oz,Bottom 50%,Vendor Outreach,Manufacturing shortage,N,N,331,331,99.9,96.4,100,100,91.4,98.2,89.1,94.8,N,N,N,2025-08-03,2025-08-02,2025-08-04,2025-08-04,2025-08-06,3.4,2.6,1.3,5.9,3.5,69,1873,154,22.38,0.7019,0.7503,A,N,N,96.9,3.3,96.2,3.7,0.5136,331,271
GREENLEAF,61234,84922,FL,32137,202541,CONSUMER HEALTH CARE,DIANA PRINCE,2,VITAMINS & SUPPLEMENTS,Vitamin C 500mg 60ct,Top 50%,Escalate to Merchant,Low fill rate (<85%),N,Y,120,62,51.7,58.5,56.4,47.8,51.4,58.5,42.3,47.3,Y,Y,N,2025-09-14,2025-09-16,2025-09-18,2025-09-18,2025-09-20,-0.5,-1.4,-5.8,2.1,4.5,328,665,19,30.44,0.5923,0.5999,A,N,Y,53.5,-0.1,51.9,0.2,0.2874,120,71
SUNRISE,88345,95561,NC,32138,202534,CONSUMER HEALTH CARE,BRUCE BANNER,1,DIGESTIVE HEALTH,Fiber Supplement 90ct,Bottom 50%,Escalate to Merchant,Low fill rate (<85%),Y,Y,71,38,54.0,47.5,51.2,52.5,49.6,41.3,29.5,67.2,Y,Y,N,2025-08-06,2025-08-06,2025-08-08,2025-08-08,2025-08-10,2.0,1.1,2.4,4.4,0.7,204,587,43,28.42,0.4594,0.4528,A,N,Y,50.2,2.1,49.3,1.0,0.3195,71,110
GREENLEAF,61234,78714,IL,32139,202538,CONSUMER HEALTH CARE,THOR ODINSON,4,PAIN MANAGEMENT,Allergy Relief 24ct,Top 10%,Vendor Outreach,Manufacturing shortage,,N,215,205,95.3,82.5,91.8,93.5,88.8,99.2,98.0,100,N,N,N,2025-09-09,2025-09-07,2025-09-08,2025-09-08,2025-09-08,2.6,4.0,5.0,5.0,-2.3,102,1453,191,24.03,0.7452,0.768,A,N,N,89.2,2.9,94.5,4.6,0.517,215,157
HEALTHCORP,80021,24585,OH,32140,202534,BABY & CHILD,BRUCE BANNER,8,BABY CARE,Sunscreen SPF50 4oz,Bottom 50%,Escalate to Merchant,Low fill rate (<85%),N,Y,428,273,63.7,66.5,73.0,63.2,72.9,63.1,59.3,63.2,Y,Y,N,2025-08-18,2025-08-15,2025-08-16,2025-08-16,2025-08-16,2.1,1.6,2.1,3.2,3.5,198,1402,138,24.79,0.5652,0.6065,A,N,Y,68.9,2.6,66.5,2.0,0.204,428,204
SUNRISE,88345,23055,GA,32141,202542,BABY & CHILD,BRUCE BANNER,8,BABY CARE,Immune Support 60ct,Top 50%,Vendor Outreach,>5 days late,,N,151,140,92.5,95.4,74.9,97.3,98.5,93.3,85.4,91.2,Y,N,Y,2025-09-02,2025-09-01,2025-09-01,2025-09-06,2025-09-07,11.9,16.4,12.4,10.3,13.9,449,842,15,31.02,0.9738,1,A,N,N,91.5,13.2,91.1,15.0,0.1618,151,205
ULTRAMED,75012,90274,IL,32142,202536,BEAUTY & PERSONAL CARE,DIANA PRINCE,7,SKIN CARE,Dog Food Dry 20lb,Top 50%,Escalate to Merchant,Manufacturing shortage,N,Y,209,167,80.0,75.2,88.8,81.2,84.2,66.1,76.3,84.5,Y,N,N,2025-09-06,2025-09-04,2025-09-05,2025-09-05,2025-09-07,2.9,0.9,-3.0,5.7,3.5,272,1992,60,23.33,0.7534,0.7874,A,N,N,82.3,1.8,78.6,2.1,0.2365,209,150
SYNCO,67441,23994,FL,32143,202538,CONSUMER HEALTH CARE,BRUCE BANNER,3,COLD & ALLERGY,Antacid Tablet 100ct,Top 10%,Vendor Outreach,Transportation issue,Y,Y,363,182,50.2,51.8,51.6,62.3,42.5,59.6,40.9,51.6,Y,Y,Y,2025-08-11,2025-08-09,2025-08-09,2025-08-09,2025-08-10,15.1,14.0,13.6,12.5,17.3,391,80,138,152.25,0.6801,0.6524,A,N,Y,52.0,14.3,51.1,13.1,0.5172,363,234
PRIMECARE,34567,52584,WA,32144,202540,CONSUMER HEALTH CARE,BRUCE BANNER,4,PAIN MANAGEMENT,Probiotic 30ct,Top 50%,Vendor Outreach,Demand spike,N,N,361,347,96.0,90.9,100,85.9,87.5,87.9,90.6,100,N,N,N,2025-09-04,2025-09-04,2025-09-06,2025-09-06,2025-09-08,1.6,-2.1,-4.3,3.2,3.2,198,1107,25,24.03,0.7551,0.7491,A,N,N,91.1,0.0,92.0,2.6,0.1749,361,160
AKZE,32274,77760,FL,32145,202535,BABY & CHILD,PETER PARKER,8,BABY CARE,Hand Sanitizer 8oz,Top 50%,Vendor Outreach,Transportation issue,,Y,107,51,47.9,38.7,33.3,39.2,40.2,45.6,47.1,49.5,Y,Y,Y,2025-09-11,2025-09-13,2025-09-13,2025-09-18,2025-09-20,12.8,17.7,9.0,15.0,14.2,63,236,58,30.25,0.5825,0.5959,A,N,Y,37.9,14.0,43.5,15.6,0.2713,107,97
GREENLEAF,61234,96445,FL,32146,202536,CONSUMER HEALTH CARE,THOR ODINSON,3,COLD & ALLERGY,Shampoo 12oz,Bottom 50%,Vendor Outreach,Demand spike,,N,76,69,91.3,86.3,100,80.7,95.0,94.4,94.2,94.6,N,N,N,2025-09-01,2025-08-30,2025-08-30,2025-08-31,2025-09-01,-0.2,3.8,-3.7,-0.1,1.3,209,954,40,25.22,0.8744,0.8251,A,N,N,90.5,0.3,91.3,1.5,0.4691,76,116
MEDIQ,55013,29432,CA,32147,202536,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Vitamin C 500mg 60ct,Top 50%,Vendor Outreach,Partial shipment,N,N,391,366,93.7,89.3,88.0,89.4,97.0,95.7,98.4,93.5,N,N,N,2025-09-19,2025-09-18,2025-09-19,2025-09-20,2025-09-21,-0.0,4.9,-1.0,-0.5,0.6,419,188,218,87.77,0.9446,0.9011,A,N,N,90.9,1.0,92.8,1.2,0.3372,391,278
SUNRISE,88345,37400,NC,32148,202542,CONSUMER HEALTH CARE,PETER PARKER,1,DIGESTIVE HEALTH,Pain Reliever 50ct,Bottom 50%,Vendor Outreach,Demand spike,N,N,297,285,95.9,84.8,87.3,93.6,87.8,99.5,90.8,85.9,N,N,N,2025-09-09,2025-09-07,2025-09-09,2025-09-10,2025-09-10,4.5,2.6,0.3,4.0,2.6,0,292,12,20.82,0.8348,0.8645,A,N,N,88.4,2.4,90.7,2.3,0.2863,297,180
BIOMED,48902,93558,IL,32149,202538,CONSUMER HEALTH CARE,BRUCE BANNER,1,DIGESTIVE HEALTH,Baby Wipes 80ct,Bottom 50%,Escalate to Merchant,Low fill rate (<85%),Y,Y,84,45,53.5,48.1,46.4,53.2,65.7,54.0,46.5,64.3,Y,Y,N,2025-08-31,2025-08-31,2025-08-31,2025-08-31,2025-09-01,2.3,3.3,0.6,5.7,-3.6,79,1334,235,24.71,0.6568,0.6605,A,N,Y,53.4,1.5,53.4,4.5,0.4758,84,163
SUNRISE,88345,98892,GA,32150,202534,PET CARE,THOR ODINSON,9,PET SUPPLIES,Cat Litter 40lb,Bottom 50%,Vendor Outreach,Transportation issue,N,N,400,360,90.0,100,82.8,94.2,91.8,93.9,83.9,83.0,Y,N,Y,2025-09-15,2025-09-18,2025-09-19,2025-09-19,2025-09-20,8.5,11.1,5.4,11.1,11.8,211,227,254,60.97,0.9543,0.9415,A,N,N,92.2,9.8,89.2,10.6,0.1788,400,201
SYNCO,67441,22137,WA,32151,202541,PET CARE,CAROL DANVERS,9,PET SUPPLIES,Antacid Tablet 100ct,Bottom 50%,Vendor Outreach,Partial shipment,N,N,128,113,87.9,81.9,99.4,81.9,74.2,85.9,98.0,100,N,N,N,2025-08-08,2025-08-05,2025-08-06,2025-08-06,2025-08-08,3.8,4.0,4.6,-0.8,7.7,434,1267,44,27.55,0.7967,0.8356,A,N,N,84.4,3.9,89.5,6.0,0.1101,128,169
SYNCO,67441,52058,IL,32152,202538,CONSUMER HEALTH CARE,BRUCE BANNER,4,PAIN MANAGEMENT,Multivitamin 90ct,Top 10%,Escalate to Merchant,Manufacturing shortage,,Y,445,264,59.4,62.8,62.5,59.2,60.8,52.5,52.7,61.4,Y,Y,N,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-23,0.2,2.9,5.3,-1.7,-1.4,66,109,241,76.33,0.6613,0.6163,A,N,Y,61.3,1.3,58.7,0.7,0.3683,445,238
HEALTHCORP,80021,50952,GA,32153,202535,CONSUMER HEALTH CARE,DIANA PRINCE,4,PAIN MANAGEMENT,Cat Litter 40lb,Top 50%,Vendor Outreach,Demand spike,Y,N,436,421,96.5,98.8,93.3,95.0,100,84.8,100,100,N,N,N,2025-08-17,2025-08-16,2025-08-17,2025-08-17,2025-08-19,2.5,-4.7,3.8,6.4,7.5,469,1412,169,29.04,0.9287,0.9669,A,N,N,96.8,3.2,95.9,3.3,0.2581,436,246
BIOPLEX,72398,55693,NC,32154,202542,CONSUMER HEALTH CARE,PETER PARKER,10,FIRST AID,Shampoo 12oz,Top 50%,Vendor Outreach,Weather delay,Y,N,468,448,95.7,100,100,100,98.6,85.3,98.3,96.1,Y,N,Y,2025-09-20,2025-09-20,2025-09-22,2025-09-24,2025-09-26,8.4,10.6,6.4,10.2,10.0,355,533,88,36.62,0.8922,0.85,A,N,N,99.7,9.3,96.0,11.7,0.3665,468,247
BIOMED,48902,22799,WA,32155,202540,CONSUMER HEALTH CARE,CAROL DANVERS,3,COLD & ALLERGY,Multivitamin 90ct,Bottom 50%,Vendor Outreach,Transportation issue,N,N,105,100,95.3,90.9,83.1,86.9,89.9,100,100,97.4,Y,N,Y,2025-08-10,2025-08-10,2025-08-12,2025-08-14,2025-08-15,8.1,11.6,5.7,9.8,8.1,315,1233,228,28.81,0.7567,0.7749,A,N,N,87.7,8.8,92.6,11.2,0.5133,105,232
